dokumen,kata,freq,jumlah_kata,tf,df,total_dokumen,idf
dok349,editor,1,10,0.1,1,1949,7.575071699507561
dok349,guy,1,10,0.1,120,1949,2.787579956725515
dok349,hello,1,10,0.1,143,1949,2.6122270692476537
dok349,my,1,10,0.1,387,1949,1.616647006477779
dok349,photo,1,10,0.1,4,1949,6.18877733838767
dok349,pleas,1,10,0.1,220,1949,2.181444153155199
dok349,thank,1,10,0.1,126,1949,2.7387897925560827
dok349,url,1,10,0.1,261,1949,2.0105512921848674
dok350,billion,3,13,0.23076923076923078,54,1949,3.5860876529432866
dok350,came,1,13,0.07692307692307693,11,1949,5.17717642670919
dok350,cool,1,13,0.07692307692307693,27,1949,4.2792348335032315
dok350,first,2,13,0.15384615384615385,32,1949,4.1093357967078346
dok350,half,1,13,0.07692307692307693,7,1949,5.629161550452247
dok350,realli,1,13,0.07692307692307693,51,1949,3.643246066783235
dok350,see,1,13,0.07692307692307693,58,1949,3.5146286889611416
dok350,stupid,1,13,0.07692307692307693,8,1949,5.4956301578277245
dok350,thought,1,13,0.07692307692307693,4,1949,6.18877733838767
dok350,view,1,13,0.07692307692307693,119,1949,2.7959482063960315
dok351,also,1,15,0.06666666666666667,30,1949,4.173874317845406
dok351,auto,1,15,0.06666666666666667,1,1949,7.575071699507561
dok351,can,1,15,0.06666666666666667,123,1949,2.762887344135143
dok351,free,1,15,0.06666666666666667,35,1949,4.019723638018147
dok351,generat,1,15,0.06666666666666667,4,1949,6.18877733838767
dok351,i,2,15,0.13333333333333333,526,1949,1.309770486769851
dok351,lead,1,15,0.06666666666666667,3,1949,6.476459410839451
dok351,love,1,15,0.06666666666666667,217,1949,2.1951743459671014
dok351,much,1,15,0.06666666666666667,55,1949,3.56773851427509
dok351,pilot,1,15,0.06666666666666667,1,1949,7.575071699507561
dok351,so,1,15,0.06666666666666667,164,1949,2.4752052716833624
dok351,too,1,15,0.06666666666666667,22,1949,4.484029246149245
dok351,url,1,15,0.06666666666666667,261,1949,2.0105512921848674
dok351,you,1,15,0.06666666666666667,395,1949,1.5961859346064389
dok352,help,1,8,0.125,56,1949,3.5497200087724115
dok352,pleas,2,8,0.25,220,1949,2.181444153155199
dok352,sone,1,8,0.125,1,1949,7.575071699507561
dok352,url,1,8,0.125,261,1949,2.0105512921848674
dok352,us,1,8,0.125,26,1949,4.316975161486079
dok352,vip,1,8,0.125,2,1949,6.881924518947615
dok352,vote,1,8,0.125,12,1949,5.090165049719561
dok353,abus,1,41,0.024390243902439025,5,1949,5.96563378707346
dok353,all,1,41,0.024390243902439025,85,1949,3.1324204430172444
dok353,anim,3,41,0.07317073170731707,12,1949,5.090165049719561
dok353,bill,1,41,0.024390243902439025,1,1949,7.575071699507561
dok353,disabl,1,41,0.024390243902439025,1,1949,7.575071699507561
dok353,donat,1,41,0.024390243902439025,6,1949,5.783312230279506
dok353,emphasi,1,41,0.024390243902439025,1,1949,7.575071699507561
dok353,extra,1,41,0.024390243902439025,3,1949,6.476459410839451
dok353,fight,1,41,0.024390243902439025,5,1949,5.96563378707346
dok353,find,1,41,0.024390243902439025,10,1949,5.272486606513515
dok353,fund,1,41,0.024390243902439025,1,1949,7.575071699507561
dok353,go,1,41,0.024390243902439025,83,1949,3.156231091710963
dok353,guy,1,41,0.024390243902439025,120,1949,2.787579956725515
dok353,hello,1,41,0.024390243902439025,143,1949,2.6122270692476537
dok353,help,4,41,0.0975609756097561,56,1949,3.5497200087724115
dok353,home,1,41,0.024390243902439025,37,1949,3.9641537868633363
dok353,i,1,41,0.024390243902439025,526,1949,1.309770486769851
dok353,join,1,41,0.024390243902439025,11,1949,5.17717642670919
dok353,just,1,41,0.024390243902439025,139,1949,2.640597766376869
dok353,me,1,41,0.024390243902439025,199,1949,2.2817668747830684
dok353,mistreat,1,41,0.024390243902439025,1,1949,7.575071699507561
dok353,my,1,41,0.024390243902439025,387,1949,1.616647006477779
dok353,one,1,41,0.024390243902439025,63,1949,3.431936973116028
dok353,organ,1,41,0.024390243902439025,1,1949,7.575071699507561
dok353,otherwis,1,41,0.024390243902439025,1,1949,7.575071699507561
dok353,pay,1,41,0.024390243902439025,5,1949,5.96563378707346
dok353,place,1,41,0.024390243902439025,5,1949,5.96563378707346
dok353,pleas,2,41,0.04878048780487805,220,1949,2.181444153155199
dok353,put,1,41,0.024390243902439025,11,1949,5.17717642670919
dok353,sleep,1,41,0.024390243902439025,3,1949,6.476459410839451
dok353,url,1,41,0.024390243902439025,261,1949,2.0105512921848674
dok353,vet,1,41,0.024390243902439025,2,1949,6.881924518947615
dok353,will,2,41,0.04878048780487805,116,1949,2.821481508401196
dok353,would,1,41,0.024390243902439025,65,1949,3.400684429611924
dok354,song,1,2,0.5,309,1949,1.8417304226098155
dok354,url,1,2,0.5,261,1949,2.0105512921848674
dok355,everyon,1,5,0.2,47,1949,3.724924097797502
dok355,hello,1,5,0.2,143,1949,2.6122270692476537
dok355,trailer,1,5,0.2,2,1949,6.881924518947615
dok355,url,1,5,0.2,261,1949,2.0105512921848674
dok355,watch,1,5,0.2,79,1949,3.205623847040539
dok356,check,1,11,0.09090909090909091,480,1949,1.4012855956056243
dok356,follow,1,11,0.09090909090909091,29,1949,4.207775869521087
dok356,guy,1,11,0.09090909090909091,120,1949,2.787579956725515
dok356,hope,1,11,0.09090909090909091,20,1949,4.57933942595357
dok356,like,1,11,0.09090909090909091,239,1949,2.09860814757605
dok356,me,1,11,0.09090909090909091,199,1949,2.2817668747830684
dok356,messag,1,11,0.09090909090909091,8,1949,5.4956301578277245
dok356,my,1,11,0.09090909090909091,387,1949,1.616647006477779
dok356,rap,1,11,0.09090909090909091,33,1949,4.078564138041081
dok356,url,1,11,0.09090909090909091,261,1949,2.0105512921848674
dok356,you,1,11,0.09090909090909091,395,1949,1.5961859346064389
dok357,account,1,11,0.09090909090909091,6,1949,5.783312230279506
dok357,back,1,11,0.09090909090909091,38,1949,3.937485539781175
dok357,i,1,11,0.09090909090909091,526,1949,1.309770486769851
dok357,instagram,1,11,0.09090909090909091,8,1949,5.4956301578277245
dok357,love_emoji,1,11,0.09090909090909091,38,1949,3.937485539781175
dok357,my,1,11,0.09090909090909091,387,1949,1.616647006477779
dok357,pleas,1,11,0.09090909090909091,220,1949,2.181444153155199
dok357,subscrib,2,11,0.18181818181818182,272,1949,1.9692696332115633
dok357,url,1,11,0.09090909090909091,261,1949,2.0105512921848674
dok357,will,1,11,0.09090909090909091,116,1949,2.821481508401196
dok358,channel,1,9,0.1111111111111111,192,1949,2.317576327479779
dok358,dream,1,9,0.1111111111111111,38,1949,3.937485539781175
dok358,guy,1,9,0.1111111111111111,120,1949,2.787579956725515
dok358,hello,1,9,0.1111111111111111,143,1949,2.6122270692476537
dok358,i,1,9,0.1111111111111111,526,1949,1.309770486769851
dok358,my,1,9,0.1111111111111111,387,1949,1.616647006477779
dok358,pleas,1,9,0.1111111111111111,220,1949,2.181444153155199
dok358,search,1,9,0.1111111111111111,11,1949,5.17717642670919
dok358,visit,1,9,0.1111111111111111,52,1949,3.6238279809261336
dok359,nice,1,2,0.5,42,1949,3.8374020812241927
dok359,url,1,2,0.5,261,1949,2.0105512921848674
dok360,url,1,1,1.0,261,1949,2.0105512921848674
dok361,also,1,32,0.03125,30,1949,4.173874317845406
dok361,beauti,1,32,0.03125,32,1949,4.1093357967078346
dok361,channel,1,32,0.03125,192,1949,2.317576327479779
dok361,check,1,32,0.03125,480,1949,1.4012855956056243
dok361,come,1,32,0.03125,56,1949,3.5497200087724115
dok361,fell,1,32,0.03125,1,1949,7.575071699507561
dok361,glamour,1,32,0.03125,1,1949,7.575071699507561
dok361,go,3,32,0.09375,83,1949,3.156231091710963
dok361,guy,1,32,0.03125,120,1949,2.787579956725515
dok361,hello,1,32,0.03125,143,1949,2.6122270692476537
dok361,i,3,32,0.09375,526,1949,1.309770486769851
dok361,just,1,32,0.03125,139,1949,2.640597766376869
dok361,like,1,32,0.03125,239,1949,2.09860814757605
dok361,more,1,32,0.03125,56,1949,3.5497200087724115
dok361,my,1,32,0.03125,387,1949,1.616647006477779
dok361,pleas,2,32,0.0625,220,1949,2.181444153155199
dok361,post,1,32,0.03125,15,1949,4.867021498405351
dok361,random,1,32,0.03125,3,1949,6.476459410839451
dok361,rememb,1,32,0.03125,14,1949,4.936014369892303
dok361,sing,1,32,0.03125,31,1949,4.141084495022414
dok361,soon,1,32,0.03125,25,1949,4.35619587463936
dok361,start,1,32,0.03125,56,1949,3.5497200087724115
dok361,subscrib,2,32,0.0625,272,1949,1.9692696332115633
dok361,video,2,32,0.0625,373,1949,1.6534932798637454
dok361,youtub,1,32,0.03125,250,1949,2.0536107816453146
dok362,alway,1,31,0.03225806451612903,9,1949,5.3778471221713415
dok362,christma,1,31,0.03225806451612903,4,1949,6.18877733838767
dok362,comment,1,31,0.03225806451612903,89,1949,3.086435329775421
dok362,get,1,31,0.03225806451612903,113,1949,2.8476838807952203
dok362,got,1,31,0.03225806451612903,28,1949,4.242867189332357
dok362,guy,1,31,0.03225806451612903,120,1949,2.787579956725515
dok362,hello,1,31,0.03225806451612903,143,1949,2.6122270692476537
dok362,i,3,31,0.0967741935483871,526,1949,1.309770486769851
dok362,kitten,2,31,0.06451612903225806,1,1949,7.575071699507561
dok362,like,2,31,0.06451612903225806,239,1949,2.09860814757605
dok362,mean,1,31,0.03225806451612903,26,1949,4.316975161486079
dok362,mother,1,31,0.03225806451612903,12,1949,5.090165049719561
dok362,my,2,31,0.06451612903225806,387,1949,1.616647006477779
dok362,no,1,31,0.03225806451612903,52,1949,3.6238279809261336
dok362,numer,1,31,0.03225806451612903,415,1949,1.5467931792768626
dok362,pleas,2,31,0.06451612903225806,220,1949,2.181444153155199
dok362,said,1,31,0.03225806451612903,5,1949,5.96563378707346
dok362,so,1,31,0.03225806451612903,164,1949,2.4752052716833624
dok362,sub,1,31,0.03225806451612903,10,1949,5.272486606513515
dok362,subscrib,1,31,0.03225806451612903,272,1949,1.9692696332115633
dok362,video,1,31,0.03225806451612903,373,1949,1.6534932798637454
dok362,want,1,31,0.03225806451612903,74,1949,3.271006606303391
dok362,watch,1,31,0.03225806451612903,79,1949,3.205623847040539
dok362,will,1,31,0.03225806451612903,116,1949,2.821481508401196
dok362,you,1,31,0.03225806451612903,395,1949,1.5961859346064389
dok363,url,1,1,1.0,261,1949,2.0105512921848674
dok364,url,1,1,1.0,261,1949,2.0105512921848674
dok365,check,1,8,0.125,480,1949,1.4012855956056243
dok365,feedback,1,8,0.125,5,1949,5.96563378707346
dok365,make,1,8,0.125,106,1949,2.9116326053954937
dok365,my,1,8,0.125,387,1949,1.616647006477779
dok365,pleas,1,8,0.125,220,1949,2.181444153155199
dok365,some,1,8,0.125,41,1949,3.861499632803253
dok365,stuff,1,8,0.125,6,1949,5.783312230279506
dok365,url,1,8,0.125,261,1949,2.0105512921848674
dok366,break,1,13,0.07692307692307693,2,1949,6.881924518947615
dok366,download,1,13,0.07692307692307693,10,1949,5.272486606513515
dok366,free,1,13,0.07692307692307693,35,1949,4.019723638018147
dok366,help,1,13,0.07692307692307693,56,1949,3.5497200087724115
dok366,kati,1,13,0.07692307692307693,70,1949,3.3265764574582017
dok366,me,1,13,0.07692307692307693,199,1949,2.2817668747830684
dok366,month,1,13,0.07692307692307693,44,1949,3.7908820655892996
dok366,music,1,13,0.07692307692307693,115,1949,2.830139571144311
dok366,new,1,13,0.07692307692307693,72,1949,3.2984055804915053
dok366,numer,1,13,0.07692307692307693,415,1949,1.5467931792768626
dok366,reach,1,13,0.07692307692307693,15,1949,4.867021498405351
dok366,subscrib,1,13,0.07692307692307693,272,1949,1.9692696332115633
dok366,take,1,13,0.07692307692307693,43,1949,3.8138715838139983
dok367,me,1,3,0.3333333333333333,199,1949,2.2817668747830684
dok367,pleas,1,3,0.3333333333333333,220,1949,2.181444153155199
dok367,subscrib,1,3,0.3333333333333333,272,1949,1.9692696332115633
dok368,check,1,8,0.125,480,1949,1.4012855956056243
dok368,come,1,8,0.125,56,1949,3.5497200087724115
dok368,cover,1,8,0.125,40,1949,3.8861922453936244
dok368,i,1,8,0.125,526,1949,1.309770486769851
dok368,my,1,8,0.125,387,1949,1.616647006477779
dok368,pleas,1,8,0.125,220,1949,2.181444153155199
dok368,subscrib,1,8,0.125,272,1949,1.9692696332115633
dok368,video,1,8,0.125,373,1949,1.6534932798637454
dok369,channel,1,3,0.3333333333333333,192,1949,2.317576327479779
dok369,my,1,3,0.3333333333333333,387,1949,1.616647006477779
dok369,subscrib,1,3,0.3333333333333333,272,1949,1.9692696332115633
dok370,all,1,46,0.021739130434782608,85,1949,3.1324204430172444
dok370,anim,1,46,0.021739130434782608,12,1949,5.090165049719561
dok370,can,1,46,0.021739130434782608,123,1949,2.762887344135143
dok370,channel,2,46,0.043478260869565216,192,1949,2.317576327479779
dok370,day,1,46,0.021739130434782608,29,1949,4.207775869521087
dok370,everi,1,46,0.021739130434782608,21,1949,4.530549261784138
dok370,free,1,46,0.021739130434782608,35,1949,4.019723638018147
dok370,give,1,46,0.021739130434782608,48,1949,3.70387068859967
dok370,guy,1,46,0.021739130434782608,120,1949,2.787579956725515
dok370,hello,1,46,0.021739130434782608,143,1949,2.6122270692476537
dok370,hope,1,46,0.021739130434782608,20,1949,4.57933942595357
dok370,i,4,46,0.08695652173913043,526,1949,1.309770486769851
dok370,life,1,46,0.021739130434782608,30,1949,4.173874317845406
dok370,like,1,46,0.021739130434782608,239,1949,2.09860814757605
dok370,min,1,46,0.021739130434782608,4,1949,6.18877733838767
dok370,my,1,46,0.021739130434782608,387,1949,1.616647006477779
dok370,near,1,46,0.021739130434782608,7,1949,5.629161550452247
dok370,new,1,46,0.021739130434782608,72,1949,3.2984055804915053
dok370,numer,1,46,0.021739130434782608,415,1949,1.5467931792768626
dok370,onc,1,46,0.021739130434782608,3,1949,6.476459410839451
dok370,pleas,1,46,0.021739130434782608,220,1949,2.181444153155199
dok370,pretti,1,46,0.021739130434782608,7,1949,5.629161550452247
dok370,regret,1,46,0.021739130434782608,14,1949,4.936014369892303
dok370,shika,1,46,0.021739130434782608,1,1949,7.575071699507561
dok370,singl,1,46,0.021739130434782608,6,1949,5.783312230279506
dok370,small,1,46,0.021739130434782608,6,1949,5.783312230279506
dok370,so,1,46,0.021739130434782608,164,1949,2.4752052716833624
dok370,sure,1,46,0.021739130434782608,7,1949,5.629161550452247
dok370,thank,1,46,0.021739130434782608,126,1949,2.7387897925560827
dok370,upload,1,46,0.021739130434782608,10,1949,5.272486606513515
dok370,veri,1,46,0.021739130434782608,32,1949,4.1093357967078346
dok370,video,2,46,0.043478260869565216,373,1949,1.6534932798637454
dok370,view,1,46,0.021739130434782608,119,1949,2.7959482063960315
dok370,visit,1,46,0.021739130434782608,52,1949,3.6238279809261336
dok370,watch,1,46,0.021739130434782608,79,1949,3.205623847040539
dok370,will not,1,46,0.021739130434782608,7,1949,5.629161550452247
dok370,you,3,46,0.06521739130434782,395,1949,1.5961859346064389
dok370,your,1,46,0.021739130434782608,112,1949,2.8565728282124665
dok370,youtub,1,46,0.021739130434782608,250,1949,2.0536107816453146
dok371,audit,1,15,0.06666666666666667,3,1949,6.476459410839451
dok371,join,1,15,0.06666666666666667,11,1949,5.17717642670919
dok371,like,1,15,0.06666666666666667,239,1949,2.09860814757605
dok371,me,1,15,0.06666666666666667,199,1949,2.2817668747830684
dok371,more,1,15,0.06666666666666667,56,1949,3.5497200087724115
dok371,much,1,15,0.06666666666666667,55,1949,3.56773851427509
dok371,pleas,2,15,0.13333333333333333,220,1949,2.181444153155199
dok371,score,1,15,0.06666666666666667,1,1949,7.575071699507561
dok371,share,1,15,0.06666666666666667,50,1949,3.6630486940794147
dok371,so,1,15,0.06666666666666667,164,1949,2.4752052716833624
dok371,thank,1,15,0.06666666666666667,126,1949,2.7387897925560827
dok371,url,1,15,0.06666666666666667,261,1949,2.0105512921848674
dok371,voic,1,15,0.06666666666666667,11,1949,5.17717642670919
dok371,win,1,15,0.06666666666666667,13,1949,5.010122342046024
dok372,awesom,1,40,0.025,44,1949,3.7908820655892996
dok372,call,1,40,0.025,52,1949,3.6238279809261336
dok372,channel,1,40,0.025,192,1949,2.317576327479779
dok372,dollar,1,40,0.025,6,1949,5.783312230279506
dok372,erect,1,40,0.025,1,1949,7.575071699507561
dok372,face,2,40,0.05,6,1949,5.783312230279506
dok372,first,1,40,0.025,32,1949,4.1093357967078346
dok372,get,1,40,0.025,113,1949,2.8476838807952203
dok372,give,1,40,0.025,48,1949,3.70387068859967
dok372,good,1,40,0.025,72,1949,3.2984055804915053
dok372,i,1,40,0.025,526,1949,1.309770486769851
dok372,i wil,1,40,0.025,8,1949,5.4956301578277245
dok372,kati,1,40,0.025,70,1949,3.3265764574582017
dok372,me,1,40,0.025,199,1949,2.2817668747830684
dok372,more,1,40,0.025,56,1949,3.5497200087724115
dok372,my,3,40,0.075,387,1949,1.616647006477779
dok372,numer,1,40,0.025,415,1949,1.5467931792768626
dok372,okay,2,40,0.05,5,1949,5.96563378707346
dok372,perri,1,40,0.025,49,1949,3.683251401396934
dok372,pleas,2,40,0.05,220,1949,2.181444153155199
dok372,realli,1,40,0.025,51,1949,3.643246066783235
dok372,sit,3,40,0.075,2,1949,6.881924518947615
dok372,subscrib,1,40,0.025,272,1949,1.9692696332115633
dok372,that i,1,40,0.025,5,1949,5.96563378707346
dok372,want,1,40,0.025,74,1949,3.271006606303391
dok372,will,2,40,0.05,116,1949,2.821481508401196
dok372,would,1,40,0.025,65,1949,3.400684429611924
dok372,you,5,40,0.125,395,1949,1.5961859346064389
dok373,cyrus,1,9,0.1111111111111111,7,1949,5.629161550452247
dok373,miley,1,9,0.1111111111111111,8,1949,5.4956301578277245
dok373,numer,2,9,0.2222222222222222,415,1949,1.5467931792768626
dok373,top,2,9,0.2222222222222222,10,1949,5.272486606513515
dok373,url,1,9,0.1111111111111111,261,1949,2.0105512921848674
dok373,view,1,9,0.1111111111111111,119,1949,2.7959482063960315
dok373,youtub,1,9,0.1111111111111111,250,1949,2.0536107816453146
dok374,more,1,10,0.1,56,1949,3.5497200087724115
dok374,no,1,10,0.1,52,1949,3.6238279809261336
dok374,peopl,1,10,0.1,86,1949,3.120724403254053
dok374,some,2,10,0.2,41,1949,3.861499632803253
dok374,sponsor,1,10,0.1,1,1949,7.575071699507561
dok374,talent,2,10,0.2,7,1949,5.629161550452247
dok374,url,1,10,0.1,261,1949,2.0105512921848674
dok374,veri,1,10,0.1,32,1949,4.1093357967078346
dok375,i,1,5,0.2,526,1949,1.309770486769851
dok375,love,1,5,0.2,217,1949,2.1951743459671014
dok375,realli,1,5,0.2,51,1949,3.643246066783235
dok375,url,1,5,0.2,261,1949,2.0105512921848674
dok375,video,1,5,0.2,373,1949,1.6534932798637454
dok376,awesom,1,10,0.1,44,1949,3.7908820655892996
dok376,check,1,10,0.1,480,1949,1.4012855956056243
dok376,edm,1,10,0.1,3,1949,6.476459410839451
dok376,guy,1,10,0.1,120,1949,2.787579956725515
dok376,hello,1,10,0.1,143,1949,2.6122270692476537
dok376,hous,1,10,0.1,6,1949,5.783312230279506
dok376,lot,1,10,0.1,24,1949,4.397017869159615
dok376,mix,1,10,0.1,6,1949,5.783312230279506
dok376,thank,1,10,0.1,126,1949,2.7387897925560827
dok376,url,1,10,0.1,261,1949,2.0105512921848674
dok377,could,1,17,0.058823529411764705,45,1949,3.768409209737241
dok377,first,1,17,0.058823529411764705,32,1949,4.1093357967078346
dok377,happy_emoji,1,17,0.058823529411764705,11,1949,5.17717642670919
dok377,hello,1,17,0.058823529411764705,143,1949,2.6122270692476537
dok377,i,1,17,0.058823529411764705,526,1949,1.309770486769851
dok377,just,1,17,0.058823529411764705,139,1949,2.640597766376869
dok377,lot,1,17,0.058823529411764705,24,1949,4.397017869159615
dok377,mean,1,17,0.058823529411764705,26,1949,4.316975161486079
dok377,my,1,17,0.058823529411764705,387,1949,1.616647006477779
dok377,some,1,17,0.058823529411764705,41,1949,3.861499632803253
dok377,start,1,17,0.058823529411764705,56,1949,3.5497200087724115
dok377,subscrib,1,17,0.058823529411764705,272,1949,1.9692696332115633
dok377,video,1,17,0.058823529411764705,373,1949,1.6534932798637454
dok377,watch,1,17,0.058823529411764705,79,1949,3.205623847040539
dok377,would,1,17,0.058823529411764705,65,1949,3.400684429611924
dok377,you,1,17,0.058823529411764705,395,1949,1.5961859346064389
dok377,youtub,1,17,0.058823529411764705,250,1949,2.0536107816453146
dok378,alway,1,9,0.1111111111111111,9,1949,5.3778471221713415
dok378,latest,1,9,0.1111111111111111,9,1949,5.3778471221713415
dok378,maroon,1,9,0.1111111111111111,1,1949,7.575071699507561
dok378,numer,2,9,0.2222222222222222,415,1949,1.5467931792768626
dok378,singl,1,9,0.1111111111111111,6,1949,5.783312230279506
dok378,url,1,9,0.1111111111111111,261,1949,2.0105512921848674
dok378,watch,1,9,0.1111111111111111,79,1949,3.205623847040539
dok378,you,1,9,0.1111111111111111,395,1949,1.5961859346064389
dok379,help,1,3,0.3333333333333333,56,1949,3.5497200087724115
dok379,pleas,1,3,0.3333333333333333,220,1949,2.181444153155199
dok379,url,1,3,0.3333333333333333,261,1949,2.0105512921848674
dok380,download,1,5,0.2,10,1949,5.272486606513515
dok380,make,1,5,0.2,106,1949,2.9116326053954937
dok380,money,1,5,0.2,86,1949,3.120724403254053
dok380,today,1,5,0.2,37,1949,3.9641537868633363
dok380,url,1,5,0.2,261,1949,2.0105512921848674
dok381,url,1,1,1.0,261,1949,2.0105512921848674
dok382,ariv,2,10,0.2,1,1949,7.575071699507561
dok382,check,2,10,0.2,480,1949,1.4012855956056243
dok382,document,1,10,0.1,1,1949,7.575071699507561
dok382,ebay,2,10,0.2,3,1949,6.476459410839451
dok382,new,2,10,0.2,72,1949,3.2984055804915053
dok382,write,1,10,0.1,9,1949,5.3778471221713415
dok383,best,1,12,0.08333333333333333,72,1949,3.2984055804915053
dok383,i,1,12,0.08333333333333333,526,1949,1.309770486769851
dok383,lead,1,12,0.08333333333333333,3,1949,6.476459410839451
dok383,lyric,1,12,0.08333333333333333,25,1949,4.35619587463936
dok383,mtv,1,12,0.08333333333333333,2,1949,6.881924518947615
dok383,numer,1,12,0.08333333333333333,415,1949,1.5467931792768626
dok383,see,1,12,0.08333333333333333,58,1949,3.5146286889611416
dok383,url,1,12,0.08333333333333333,261,1949,2.0105512921848674
dok383,video,1,12,0.08333333333333333,373,1949,1.6534932798637454
dok383,vma,1,12,0.08333333333333333,1,1949,7.575071699507561
dok383,vote,1,12,0.08333333333333333,12,1949,5.090165049719561
dok383,votekatyperri,1,12,0.08333333333333333,1,1949,7.575071699507561
dok384,url,1,1,1.0,261,1949,2.0105512921848674
dok385,band,1,60,0.016666666666666666,9,1949,5.3778471221713415
dok385,boy,1,60,0.016666666666666666,20,1949,4.57933942595357
dok385,can,1,60,0.016666666666666666,123,1949,2.762887344135143
dok385,caus,1,60,0.016666666666666666,4,1949,6.18877733838767
dok385,channel,2,60,0.03333333333333333,192,1949,2.317576327479779
dok385,check,1,60,0.016666666666666666,480,1949,1.4012855956056243
dok385,could,1,60,0.016666666666666666,45,1949,3.768409209737241
dok385,cubik,1,60,0.016666666666666666,1,1949,7.575071699507561
dok385,friend,1,60,0.016666666666666666,20,1949,4.57933942595357
dok385,girl,1,60,0.016666666666666666,29,1949,4.207775869521087
dok385,hello,1,60,0.016666666666666666,143,1949,2.6122270692476537
dok385,hug,1,60,0.016666666666666666,5,1949,5.96563378707346
dok385,i,5,60,0.08333333333333333,526,1949,1.309770486769851
dok385,kiss,1,60,0.016666666666666666,4,1949,6.18877733838767
dok385,laugh,2,60,0.03333333333333333,78,1949,3.218362872817969
dok385,like,2,60,0.03333333333333333,239,1949,2.09860814757605
dok385,look,1,60,0.016666666666666666,44,1949,3.7908820655892996
dok385,lot,2,60,0.03333333333333333,24,1949,4.397017869159615
dok385,marian,2,60,0.03333333333333333,1,1949,7.575071699507561
dok385,mean,1,60,0.016666666666666666,26,1949,4.316975161486079
dok385,music,1,60,0.016666666666666666,115,1949,2.830139571144311
dok385,my,6,60,0.1,387,1949,1.616647006477779
dok385,name,1,60,0.016666666666666666,23,1949,4.439577483578411
dok385,new,1,60,0.016666666666666666,72,1949,3.2984055804915053
dok385,now,1,60,0.016666666666666666,44,1949,3.7908820655892996
dok385,part,1,60,0.016666666666666666,17,1949,4.7418583554513445
dok385,play,1,60,0.016666666666666666,13,1949,5.010122342046024
dok385,pop,2,60,0.03333333333333333,8,1949,5.4956301578277245
dok385,rock,1,60,0.016666666666666666,24,1949,4.397017869159615
dok385,share,1,60,0.016666666666666666,50,1949,3.6630486940794147
dok385,sing,2,60,0.03333333333333333,31,1949,4.141084495022414
dok385,song,1,60,0.016666666666666666,309,1949,1.8417304226098155
dok385,subscrib,1,60,0.016666666666666666,272,1949,1.9692696332115633
dok385,thank,1,60,0.016666666666666666,126,1949,2.7387897925560827
dok385,venezuela,1,60,0.016666666666666666,1,1949,7.575071699507561
dok385,video,1,60,0.016666666666666666,373,1949,1.6534932798637454
dok385,want,1,60,0.016666666666666666,74,1949,3.271006606303391
dok385,watch,1,60,0.016666666666666666,79,1949,3.205623847040539
dok385,would,1,60,0.016666666666666666,65,1949,3.400684429611924
dok385,you,4,60,0.06666666666666667,395,1949,1.5961859346064389
dok385,your,1,60,0.016666666666666666,112,1949,2.8565728282124665
dok386,anim,1,10,0.1,12,1949,5.090165049719561
dok386,it i,1,10,0.1,40,1949,3.8861922453936244
dok386,kati,1,10,0.1,70,1949,3.3265764574582017
dok386,like,1,10,0.1,239,1949,2.09860814757605
dok386,me,1,10,0.1,199,1949,2.2817668747830684
dok386,numer,1,10,0.1,415,1949,1.5467931792768626
dok386,perri,1,10,0.1,49,1949,3.683251401396934
dok386,remind,1,10,0.1,4,1949,6.18877733838767
dok386,spirit,1,10,0.1,3,1949,6.476459410839451
dok386,tiger,1,10,0.1,12,1949,5.090165049719561
dok387,african,1,15,0.06666666666666667,4,1949,6.18877733838767
dok387,american,1,15,0.06666666666666667,6,1949,5.783312230279506
dok387,ani,1,15,0.06666666666666667,38,1949,3.937485539781175
dok387,bengal,1,15,0.06666666666666667,1,1949,7.575071699507561
dok387,eleph,1,15,0.06666666666666667,3,1949,6.476459410839451
dok387,find,1,15,0.06666666666666667,10,1949,5.272486606513515
dok387,jungl,2,15,0.13333333333333333,5,1949,5.96563378707346
dok387,made,1,15,0.06666666666666667,25,1949,4.35619587463936
dok387,matter,1,15,0.06666666666666667,3,1949,6.476459410839451
dok387,place,1,15,0.06666666666666667,5,1949,5.96563378707346
dok387,south,1,15,0.06666666666666667,2,1949,6.881924518947615
dok387,tiger,1,15,0.06666666666666667,12,1949,5.090165049719561
dok387,video,1,15,0.06666666666666667,373,1949,1.6534932798637454
dok387,you,1,15,0.06666666666666667,395,1949,1.5961859346064389
dok388,url,1,1,1.0,261,1949,2.0105512921848674
dok389,check,1,15,0.06666666666666667,480,1949,1.4012855956056243
dok389,detail,1,15,0.06666666666666667,2,1949,6.881924518947615
dok389,get,1,15,0.06666666666666667,113,1949,2.8476838807952203
dok389,id,1,15,0.06666666666666667,2,1949,6.881924518947615
dok389,ima,1,15,0.06666666666666667,1,1949,7.575071699507561
dok389,mixtap,2,15,0.13333333333333333,4,1949,6.18877733838767
dok389,my,1,15,0.06666666666666667,387,1949,1.616647006477779
dok389,notic,1,15,0.06666666666666667,3,1949,6.476459410839451
dok389,numer,1,15,0.06666666666666667,415,1949,1.5467931792768626
dok389,php,1,15,0.06666666666666667,1,1949,7.575071699507561
dok389,pleas,1,15,0.06666666666666667,220,1949,2.181444153155199
dok389,rapper,1,15,0.06666666666666667,41,1949,3.861499632803253
